WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
3,Adelaide,Adelaide International,2024-01-10,WTA500,Outdoor,Hard,2nd Round,3,Kasatkina D.,Kalinskaya A.,15.0,75.0,2758.0,918.0,5.0,7.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,1.62,2.3,1.81,2.1,1.81,2.3,1.67,2.19
3,Adelaide,Adelaide International,2024-01-10,WTA500,Outdoor,Hard,2nd Round,3,Rybakina E.,Bucsa C.,3.0,61.0,6811.0,1035.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.07,9.0,1.07,11.73,1.07,11.73,1.06,9.37
3,Adelaide,Adelaide International,2024-01-10,WTA500,Outdoor,Hard,2nd Round,3,Alexandrova E.,Kudermetova V.,21.0,16.0,2075.0,2680.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.53,2.53,1.58,2.6,1.62,2.47,1.53
3,Adelaide,Adelaide International,2024-01-11,WTA500,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Kostyuk M.,12.0,41.0,2883.0,1223.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.5,1.57,2.57,1.57,2.68,1.52,2.52
3,Adelaide,Adelaide International,2024-01-11,WTA500,Outdoor,Hard,Quarterfinals,3,Kasatkina D.,Siegemund L.,15.0,89.0,2758.0,814.0,,,,,,,,,Walkover,1.36,3.2,1.4,3.23,1.45,3.5,1.37,3.1
3,Adelaide,Adelaide International,2024-01-11,WTA500,Outdoor,Hard,Quarterfinals,3,Pegula J.,Pavlyuchenkova A.,5.0,59.0,5905.0,1046.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.3,3.5,1.4,3.24,1.4,3.54,1.33,3.29
3,Adelaide,Adelaide International,2024-01-11,WTA500,Outdoor,Hard,Quarterfinals,3,Alexandrova E.,Rybakina E.,21.0,3.0,2075.0,6811.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,4.5,1.2,4.49,1.25,4.6,1.25,4.31,1.21
3,Adelaide,Adelaide International,2024-01-12,WTA500,Outdoor,Hard,Semifinals,3,Ostapenko J.,Alexandrova E.,12.0,21.0,2883.0,2075.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.8,2.0,1.93,1.98,1.93,2.08,1.84,1.97
3,Adelaide,Adelaide International,2024-01-12,WTA500,Outdoor,Hard,Semifinals,3,Kasatkina D.,Pegula J.,15.0,5.0,2758.0,5905.0,,,,,,,,,Walkover,3.4,1.33,3.44,1.36,3.44,1.37,3.25,1.34
3,Adelaide,Adelaide International,2024-01-13,WTA500,Outdoor,Hard,The Final,3,Ostapenko J.,Kasatkina D.,12.0,15.0,2883.0,2758.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.38,1.59,2.54,1.62,2.6,1.57,2.4
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Gracheva V.,Stearns P.,39.0,48.0,1290.0,1168.0,7.0,6.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,2.1,1.73,2.08,1.81,2.14,1.81,2.07,1.74
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Rus A.,Fruhvirtova L.,50.0,85.0,1149.0,829.0,6.0,3.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,2.38,1.57,2.41,1.62,2.43,1.62,2.32,1.6
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Schmiedlova A.,Osorio M.,67.0,79.0,949.0,876.0,1.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,2.3,1.62,2.36,1.64,2.36,1.73,2.26,1.62
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Mertens E.,Collins D.,29.0,54.0,1551.0,1121.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.73,2.15,1.76,2.2,1.78,2.11,1.72
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Saville D.,Blinkova A.,195.0,46.0,398.0,1170.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.8,2.0,1.85,2.03,1.91,2.05,1.81,1.98
4,Hobart,Hobart International,2024-01-08,WTA250,Outdoor,Hard,1st Round,3,Zhu L.,Bronzetti L.,33.0,56.0,1420.0,1099.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.67,2.2,1.73,2.2,1.73,2.25,1.68,2.18
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Dolehide C.,Sherif M.,44.0,58.0,1193.0,1053.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.59,2.47,1.59,2.66,1.55,2.44
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Tomova V.,Trevisan M.,77.0,60.0,906.0,1045.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.67,2.09,1.8,2.36,1.82,2.1,1.73
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Kenin S.,Minnen G.,38.0,65.0,1305.0,999.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.45,2.89,1.46,3.01,1.43,2.78
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Putintseva Y.,Cocciaretto E.,64.0,45.0,1002.0,1179.0,0.0,6.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,1.57,2.38,1.58,2.48,1.59,2.64,1.55,2.44
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Maria T.,Podoroska N.,42.0,63.0,1215.0,1009.0,6.0,1.0,4.0,3.0,,,1.0,0.0,Retired,1.8,2.0,1.94,1.93,1.94,2.05,1.86,1.93
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Yuan Y.,Stephens S.,73.0,43.0,925.0,1202.0,6.0,4.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,2.63,1.5,2.49,1.58,2.63,1.58,2.47,1.53
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Bouzkova M.,Golubic V.,35.0,90.0,1382.0,812.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.4,1.37,3.27,1.38,3.55,1.33,3.26
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Frech M.,Sorribes Tormo S.,72.0,53.0,937.0,1126.0,0.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,2.2,1.67,1.96,1.9,2.22,1.9,2.16,1.69
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Wang Xin.,Gadecki O.,34.0,121.0,1395.0,655.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.44,2.75,1.58,2.49,1.58,2.89,1.51,2.55
4,Hobart,Hobart International,2024-01-09,WTA250,Outdoor,Hard,1st Round,3,Navarro E.,Burel C.,31.0,52.0,1530.0,1140.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.67,2.2,1.75,2.16,1.75,2.3,1.69,2.16
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Rus A.,Gracheva V.,50.0,39.0,1149.0,1290.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.73,2.22,1.72,2.22,1.8,2.12,1.71
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Tomova V.,Maria T.,77.0,42.0,906.0,1215.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,2.0,1.8,2.02,1.88,2.13,1.88,1.97,1.82
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Mertens E.,Schmiedlova A.,29.0,67.0,1551.0,949.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.17,5.0,1.22,4.85,1.22,5.05,1.19,4.6
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Zhu L.,Dolehide C.,33.0,44.0,1420.0,1193.0,5.0,7.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.53,2.5,1.58,2.52,1.58,2.52,1.55,2.42
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Yuan Y.,Wang Xin.,73.0,34.0,925.0,1395.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.38,1.57,2.37,1.65,2.4,1.65,2.31,1.6
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Navarro E.,Frech M.,31.0,72.0,1530.0,937.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.49,2.8,1.53,2.8,1.47,2.65
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Saville D.,Kenin S.,195.0,38.0,398.0,1305.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.53,2.6,1.55,2.6,1.57,2.47,1.53
4,Hobart,Hobart International,2024-01-10,WTA250,Outdoor,Hard,2nd Round,3,Putintseva Y.,Bouzkova M.,64.0,35.0,1002.0,1382.0,6.0,4.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,3.0,1.4,3.01,1.43,3.37,1.44,2.91,1.4
4,Hobart,Hobart International,2024-01-11,WTA250,Outdoor,Hard,Quarterfinals,3,Mertens E.,Rus A.,29.0,50.0,1551.0,1149.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.5,1.23,4.78,1.23,4.78,1.21,4.35
4,Hobart,Hobart International,2024-01-11,WTA250,Outdoor,Hard,Quarterfinals,3,Navarro E.,Tomova V.,31.0,77.0,1530.0,906.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.29,3.75,1.28,4.09,1.3,4.09,1.26,3.78
4,Hobart,Hobart International,2024-01-11,WTA250,Outdoor,Hard,Quarterfinals,3,Saville D.,Zhu L.,195.0,33.0,398.0,1420.0,3.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.8,2.0,1.85,2.07,1.9,2.12,1.79,2.02
4,Hobart,Hobart International,2024-01-11,WTA250,Outdoor,Hard,Quarterfinals,3,Yuan Y.,Putintseva Y.,73.0,64.0,925.0,1002.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.3,1.62,2.36,1.67,2.37,1.67,2.27,1.63
4,Hobart,Hobart International,2024-01-12,WTA250,Outdoor,Hard,Semifinals,3,Mertens E.,Saville D.,29.0,195.0,1551.0,398.0,6.0,4.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.33,3.4,1.33,3.66,1.36,3.66,1.33,3.33
4,Hobart,Hobart International,2024-01-12,WTA250,Outdoor,Hard,Semifinals,3,Navarro E.,Yuan Y.,31.0,73.0,1530.0,925.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.4,1.37,3.4,1.4,3.4,1.37,3.1
4,Hobart,Hobart International,2024-01-13,WTA250,Outdoor,Hard,The Final,3,Navarro E.,Mertens E.,31.0,29.0,1530.0,1551.0,6.0,1.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,2.1,1.73,2.15,1.79,2.16,1.79,2.09,1.74
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Rakhimova K.,Bektas E.,90.0,89.0,793.0,804.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.91,1.91,1.85,2.05,1.94,2.06,1.86,1.95
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Tsurenko L.,Bronzetti L.,33.0,55.0,1452.0,1099.0,3.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.5,2.63,1.44,2.97,1.55,2.97,1.5,2.61
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Fernandez L.A.,Bejlek S.,35.0,133.0,1355.0,574.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.28,4.0,1.31,4.01,1.27,3.82
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Krejcikova B.,Hontama M.,11.0,121.0,2891.0,645.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.17,5.0,1.17,5.87,1.2,5.87,1.17,5.23
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Avanesyan E.,Bai Z.,74.0,87.0,939.0,825.0,4.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,2.38,1.57,2.67,1.53,2.67,1.62,2.47,1.55
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Korpatsch T.,Burrage J.,80.0,102.0,847.0,733.0,2.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.67,2.2,1.79,2.12,1.8,2.25,1.75,2.1
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Parks A.,Snigur D.,82.0,134.0,838.0,566.0,2.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,2.0,1.8,2.19,1.75,2.19,1.88,2.06,1.78
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Timofeeva M.,Cornet A.,170.0,110.0,451.0,690.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.72,2.23,1.85,2.23,1.74,2.11
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Fruhvirtova B.,Bogdan A.,107.0,63.0,704.0,1016.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.67,2.2,1.65,2.38,1.72,2.38,1.65,2.26
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Hibino N.,8.0,88.0,3770.0,808.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.06,10.0,1.07,11.07,1.08,11.07,1.07,9.12
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Parry D.,Wang Xin.,72.0,36.0,943.0,1353.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,3.2,1.36,3.11,1.41,3.2,1.42,3.06,1.38
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Anisimova A.,Samsonova L.,442.0,14.0,130.0,2760.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.4,3.0,1.44,3.01,1.44,2.93,1.41
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Korneeva A.,Sorribes Tormo S.,179.0,52.0,427.0,1127.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,2.2,1.67,2.36,1.65,2.4,1.71,2.26,1.65
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Dolehide C.,Jeanjean L.,43.0,143.0,1208.0,523.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.2,1.47,2.87,1.47,3.2,1.42,2.9
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Linette M.,252.0,24.0,302.0,1896.0,6.0,2.0,2.0,0.0,,,1.0,0.0,Retired,1.53,2.5,1.52,2.69,1.6,2.69,1.53,2.52
5,Melbourne,Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,3,Sabalenka A.,Seidel E.,2.0,173.0,8905.0,439.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.03,17.0,1.05,13.06,1.05,17.0,1.03,13.59
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Noskova L.,Bouzkova M.,50.0,34.0,1143.0,1382.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,2.3,1.62,2.39,1.64,2.5,1.67,2.29,1.63
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Hunter S.,Errani S.,180.0,101.0,426.0,738.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.29,3.75,1.31,3.77,1.35,3.87,1.3,3.58
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Podoroska N.,Zidansek T.,65.0,98.0,1009.0,745.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.8,2.0,1.85,2.05,1.96,2.05,1.84,1.97
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Gracheva V.,Wickmayer Y.,39.0,79.0,1290.0,880.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.38,1.69,2.28,1.69,2.45,1.63,2.28
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Preston T.,23.0,201.0,1972.0,383.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.07,9.0,1.08,9.7,1.11,9.73,1.07,8.41
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Tomova V.,Day K.,70.0,86.0,957.0,825.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.53,2.67,1.58,2.78,1.49,2.66
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Yastremska D.,Vondrousova M.,93.0,7.0,777.0,3966.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,5.0,1.17,5.16,1.2,5.25,1.24,4.92,1.18
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Gauff C.,Schmiedlova A.,4.0,68.0,6660.0,996.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.02,21.0,1.02,25.47,1.03,26.39,1.02,17.12
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Juvan K.,Potapova A.,109.0,29.0,696.0,1694.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,3.2,1.36,3.42,1.36,3.42,1.39,3.26,1.34
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Alexandrova E.,78.0,20.0,892.0,2215.0,6.0,2.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,3.2,1.36,3.01,1.43,3.2,1.45,3.01,1.39
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Maria T.,Osorio M.,42.0,10.0,1215.0,3328.0,7.0,5.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,2.38,1.57,2.76,1.5,2.76,1.57,2.61,1.5
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kessler M.,Ferro F.,206.0,153.0,371.0,496.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,2.5,1.53,2.56,1.56,2.68,1.62,2.49,1.54
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Masarova R.,Sasnovich A.,91.0,81.0,786.0,843.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.3,1.62,2.42,1.63,2.42,1.66,2.34,1.6
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kostyuk M.,Liu C.,37.0,99.0,1330.0,742.0,6.0,3.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.41,3.11,1.46,3.11,1.41,2.9
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Vekic D.,46.0,25.0,1178.0,1865.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.39,3.23,1.46,3.23,1.4,2.97
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Paolini J.,Shnaider D.,31.0,92.0,1530.0,785.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.63,1.56,2.58,1.56,2.73,1.51,2.57
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Sherif M.,28.0,58.0,1713.0,1053.0,6.0,2.0,2.0,0.0,,,1.0,0.0,Retired,1.14,5.5,1.15,6.32,1.17,6.32,1.14,5.69
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Frech M.,Saville D.,69.0,152.0,965.0,496.0,6.0,7.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.2,1.67,2.19,1.75,2.25,1.75,2.16,1.7
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Siniakova K.,Cristian J.,49.0,83.0,1155.0,831.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.4,1.34,3.5,1.35,3.5,1.33,3.35
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Zakharova A.,Putintseva Y.,190.0,64.0,404.0,1014.0,2.0,6.0,6.0,0.0,6.0,3.0,2.0,1.0,Completed,4.0,1.25,3.81,1.3,4.01,1.32,3.79,1.27
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Golubic V.,Kudermetova V.,85.0,17.0,829.0,2555.0,7.0,6.0,1.0,6.0,6.0,1.0,2.0,1.0,Completed,3.4,1.33,3.78,1.31,3.78,1.33,3.49,1.31
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Jabeur O.,Starodubtseva Y.,6.0,150.0,4076.0,504.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.17,5.0,1.22,4.79,1.22,6.05,1.17,5.1
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Badosa P.,Townsend T.,100.0,73.0,738.0,942.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.75,2.18,1.75,2.55,1.63,2.29
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Haddad Maia B.,Fruhvirtova L.,12.0,84.0,2830.0,829.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.33,1.3,3.85,1.3,4.34,1.26,3.94
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Rus A.,Kalinina A.,45.0,30.0,1188.0,1600.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,2.38,1.57,2.33,1.67,2.46,1.67,2.36,1.59
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Andreeva M.,Pera B.,47.0,71.0,1168.0,956.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.18,5.28,1.21,5.45,1.17,5.04
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kalinskaya A.,Volynets K.,75.0,103.0,923.0,732.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.36,3.2,1.36,3.42,1.41,3.5,1.35,3.22
5,Melbourne,Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Osaka N.,19.0,831.0,2330.0,32.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.67,2.21,1.74,2.22,1.77,2.16,1.7
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kasatkina D.,Stearns P.,13.0,48.0,2778.0,1168.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.3,3.5,1.27,4.15,1.39,4.15,1.28,3.72
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Trevisan M.,Zarazua R.,59.0,97.0,1045.0,749.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.62,2.3,1.74,2.2,1.74,2.42,1.66,2.23
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Cocciaretto E.,Sun L.,66.0,193.0,1000.0,401.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.8,2.0,1.83,2.08,1.83,2.2,1.77,2.06
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Stephens S.,Gadecki O.,44.0,120.0,1202.0,655.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.56,2.56,1.57,2.81,1.5,2.62
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Swiatek I.,Kenin S.,1.0,41.0,9880.0,1225.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.04,13.0,1.03,19.73,1.05,19.73,1.03,12.99
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Collins D.,Kerber A.,62.0,655.0,1022.0,60.0,6.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.4,3.0,1.36,3.41,1.42,3.45,1.37,3.15
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Navarro E.,Wang Xiy.,26.0,60.0,1730.0,1034.0,6.0,1.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,1.5,2.63,1.52,2.7,1.53,2.75,1.5,2.6
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Giorgi C.,22.0,53.0,2011.0,1120.0,6.0,1.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.3,3.5,1.3,3.88,1.33,3.88,1.3,3.59
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Tauson C.,Minnen G.,96.0,67.0,749.0,999.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.4,3.0,1.35,3.49,1.42,3.49,1.36,3.19
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Dodin O.,Zhu L.,95.0,32.0,765.0,1464.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,3.5,1.3,3.85,1.3,3.85,1.31,3.61,1.29
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Burel C.,Krunic A.,51.0,687.0,1140.0,53.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.08,8.0,1.11,7.96,1.11,10.26,1.09,7.76
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Wang Y.,Cirstea S.,94.0,27.0,771.0,1722.0,0.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,3.4,1.33,3.61,1.33,3.61,1.36,3.36,1.33
5,Melbourne,Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Blinkova A.,Bucsa C.,57.0,56.0,1072.0,1088.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.67,2.22,1.73,2.31,1.73,2.18,1.69
